city_name,country,date,lat,lon,max_temp_C,max_temp_F,cloud_cover%,humidity%,wind_speed
Puro,PH,1613566243,12.4841,123.3827,25.58000000000004,78.04400000000007,96.0,73.0,7.94
Øksfjord,NO,1613566243,70.2396,22.3479,-4.0,24.8,0.0,80.0,4.12
Banda Aceh,ID,1613566244,5.5577,95.3222,26.53000000000003,79.75400000000005,0.0,75.0,4.9
Saýat,TM,1613566244,38.7839,63.8803,26.0,78.80000000000001,0.0,13.0,6.17
Kibre Mengist,ET,1613566244,5.8833,38.9833,31.100000000000023,87.98000000000005,88.0,18.0,3.41
Cidreira,BR,1613566245,-30.1811,-50.2056,23.900000000000034,75.02000000000007,0.0,65.0,4.92
Grootfontein,NA,1613566245,-19.5667,18.1167,28.450000000000045,83.2100000000001,1.0,27.0,3.57
Mirny,RU,1613566245,62.5353,113.9611,-26.23999999999998,-15.231999999999964,100.0,89.0,2.43
Belyy Yar,RU,1613566246,53.6039,91.3903,3.0,37.4,0.0,70.0,4.0
Kangaatsiaq,GL,1613566246,68.3065,-53.4641,-18.409999999999968,-1.1379999999999413,92.0,94.0,4.44
Ishim,RU,1613566246,56.1128,69.4902,-22.319999999999965,-8.175999999999938,100.0,89.0,3.7
Havelock,US,1613566247,34.8791,-76.9013,5.0,41.0,90.0,75.0,3.6
Colombia,CU,1613566247,20.9881,-77.4297,22.0,71.6,15.0,94.0,2.57
Quthing,LS,1613566247,-30.4,27.7003,26.670000000000016,80.00600000000003,0.0,24.0,5.9
Mitú,CO,1613566248,1.1983,-70.1733,24.260000000000048,75.66800000000009,100.0,92.0,0.98
Bairiki Village,KI,1613566248,1.3292,172.9752,27.04000000000002,80.67200000000004,32.0,82.0,8.66
Stromness,GB,1613566248,58.965,-3.296,6.0,42.8,40.0,81.0,9.26
Rocha,UY,1613566248,-34.4833,-54.3333,21.900000000000034,71.42000000000007,67.0,82.0,5.11
Malakal,SS,1613566249,9.5334,31.6605,36.76000000000005,98.16800000000009,92.0,9.0,4.03
Ocós,GT,1613566249,14.5094,-92.1933,21.0,69.80000000000001,1.0,100.0,2.72
Sassandra,CI,1613566249,4.95,-6.0833,24.460000000000036,76.02800000000008,100.0,89.0,2.5
Dhamrai,BD,1613566249,23.9202,90.2109,24.0,75.2,75.0,57.0,2.99
Karak,JO,1613566249,31.1667,35.75,7.0,44.6,75.0,45.0,12.86
Bac Giang,VN,1613566249,21.2667,106.2,19.0,66.2,82.0,77.0,2.57
Il’inskiy,RU,1613566250,55.619,38.1182,-7.21999999999997,19.004000000000055,40.0,79.0,2.0
Marabba,SD,1613566250,12.35,32.1833,30.410000000000025,86.73800000000006,40.0,14.0,8.77
Santa Rosa,PH,1613566250,14.3122,121.1114,27.0,80.6,20.0,65.0,3.09
Windhoek,NA,1613566250,-22.5594,17.0832,28.890000000000043,84.00200000000008,0.0,20.0,4.63
Leningori,GE,1613566251,42.126,44.4833,1.0,33.8,90.0,93.0,11.32
Sørland,NO,1613566251,67.667,12.6934,1.0,33.8,0.0,64.0,4.63
Troitskoye,RU,1613566251,52.9821,84.6757,-7.0,19.4,100.0,97.0,1.7
Guaymas,MX,1613565976,27.9333,-110.9,10.560000000000002,51.00800000000001,80.0,89.0,1.34
Lapua,FI,1613566252,62.9693,23.0088,-11.669999999999959,10.994000000000074,0.0,75.0,1.45
Buala,SB,1613566252,-8.145,159.5921,27.28000000000003,81.10400000000006,100.0,77.0,0.92
Kunmadaras,HU,1613566252,47.4333,20.8,3.0,37.4,90.0,56.0,2.06
Khodz',RU,1613566253,44.5102,40.7142,-6.949999999999989,19.49000000000002,100.0,96.0,3.91
Jiwani,PK,1613566253,25.05,61.7417,24.260000000000048,75.66800000000009,0.0,56.0,6.0
Ust'-Kulom,RU,1613566253,61.6864,53.6902,-26.569999999999965,-15.825999999999937,85.0,87.0,0.89
Staraya Kulatka,RU,1613566254,52.7167,47.6167,-19.319999999999965,-2.7759999999999394,0.0,90.0,1.9
Waipawa,NZ,1613566254,-41.4122,175.5153,12.0,53.6,0.0,71.0,1.03
Alanya,TR,1613566005,36.5438,31.9998,9.0,48.2,20.0,27.0,11.32
Kemijärvi,FI,1613566254,66.7131,27.4306,-17.379999999999967,0.7160000000000579,0.0,90.0,2.87
Dobryanka,RU,1613566255,58.4619,56.4165,-16.0,3.1999999999999993,0.0,66.0,4.0
Manta,EC,1613565979,-0.95,-80.7333,25.0,77.0,90.0,83.0,1.54
Ovalle,CL,1613565977,-30.5983,-71.2003,19.230000000000018,66.61400000000003,0.0,57.0,0.87
Mbandaka,CD,1613566256,0.0487,18.2603,31.560000000000002,88.808,99.0,44.0,2.72
Kruisfontein,ZA,1613566035,-34.0033,24.7314,31.110000000000014,87.99800000000002,0.0,45.0,3.13
Rocky Mountain House,CA,1613566256,52.3668,-114.9188,-19.99999999999997,-3.9999999999999503,17.0,84.0,1.03
Sterling,US,1613566257,39.0062,-77.4286,-4.0,24.8,75.0,54.0,5.66
Serowe,BW,1613566257,-22.3833,26.7167,28.460000000000036,83.22800000000007,1.0,41.0,2.39
Adrar,MR,1613566257,20.5022,-10.0711,27.400000000000034,81.32000000000006,100.0,15.0,3.19
Luau,AO,1613566258,-10.7073,22.2247,27.360000000000014,81.24800000000002,100.0,58.0,1.6
Tura,IN,1613566258,25.5198,90.2201,20.03000000000003,68.05400000000006,99.0,38.0,0.87
Port Augusta,AU,1613566258,-32.5,137.7667,29.439999999999998,84.99199999999999,40.0,54.0,3.09
Ilinge,ZA,1613566258,-31.9768,27.0427,29.710000000000036,85.47800000000007,0.0,17.0,5.74
Ca Mau,VN,1613566258,9.1769,105.15,23.340000000000032,74.01200000000006,2.0,77.0,4.6
Pouembout,NC,1613566259,-21.1333,164.9,25.77000000000004,78.38600000000008,63.0,88.0,2.11
Dunkirk,FR,1613566118,51.05,2.3667,12.78000000000003,55.004000000000055,100.0,79.0,1.34
São Francisco,BR,1613566259,-15.9486,-44.8644,25.510000000000048,77.91800000000009,100.0,81.0,2.47
Norrköping,SE,1613566259,58.5942,16.1826,1.1100000000000136,33.998000000000026,75.0,74.0,8.23
Pilar,BR,1613566259,-9.5972,-35.9567,29.0,84.2,75.0,70.0,5.66
Paso de Carrasco,UY,1613566260,-34.8603,-56.0522,23.0,73.4,75.0,68.0,5.14
Cherëmukhovo,RU,1613566260,60.3484,59.9851,-23.609999999999985,-10.497999999999976,40.0,86.0,0.85
Whitehorse,CA,1613566260,60.7161,-135.0538,-18.889999999999986,-2.001999999999974,1.0,78.0,3.6
La Ligua,CL,1613566260,-32.4524,-71.2311,12.0,53.6,0.0,94.0,1.38
Kabelvåg,NO,1613566261,68.2114,14.4817,0.0,32.0,0.0,43.0,2.06
San Cristobal,VE,1613566261,7.7669,-72.225,22.0,71.6,75.0,100.0,1.03
Issoire,FR,1613566171,45.55,3.25,15.0,59.0,0.0,38.0,1.54
Isangel,VU,1613566261,-19.55,169.2667,27.620000000000005,81.71600000000001,49.0,82.0,1.57
Vostok,RU,1613566262,46.4856,135.8833,-15.649999999999977,3.830000000000041,100.0,95.0,1.49
Otradnoye,RU,1613566262,59.7775,30.8181,-13.889999999999986,6.998000000000022,75.0,66.0,3.0
Inuvik,CA,1613566263,68.3499,-133.7218,-31.99999999999997,-25.59999999999995,92.0,83.0,0.51
Charlestown,AU,1613566263,-32.95,151.6667,22.220000000000027,71.99600000000005,67.0,79.0,4.67
Lixouri,GR,1613566263,38.2019,20.4314,12.0,53.6,40.0,54.0,1.92
Ballina,AU,1613566263,-28.8667,153.5667,21.0,69.80000000000001,75.0,94.0,9.26
Broken Hill,AU,1613566264,-31.95,141.4333,28.0,82.4,0.0,23.0,5.14
Dicabisagan,PH,1613566264,17.0818,122.4157,22.660000000000025,72.78800000000004,64.0,76.0,4.13
Inhambane,MZ,1613566264,-23.865,35.3833,27.0,80.6,75.0,94.0,9.26
Tsimmerbude,RU,1613566265,54.675,20.1347,-1.669999999999959,28.994000000000074,0.0,64.0,4.0
Yanaul,RU,1613566265,56.2719,54.9309,-22.849999999999966,-9.129999999999939,2.0,90.0,1.53
Pangnirtung,CA,1613566265,66.1451,-65.7125,-26.99999999999997,-16.59999999999995,75.0,76.0,1.54
Trairi,BR,1613566266,-3.2778,-39.2689,24.840000000000032,76.71200000000006,100.0,83.0,1.67
Pampierstad,ZA,1613566266,-27.7832,24.6877,30.30000000000001,86.54000000000002,92.0,34.0,6.3
Tazovsky,RU,1613566266,67.4667,78.7,-30.67999999999998,-23.22399999999996,100.0,87.0,4.02
Tual,ID,1613566267,-5.6667,132.75,28.879999999999995,83.984,96.0,79.0,7.71
Coquimbo,CL,1613566267,-29.9533,-71.3436,17.0,62.6,0.0,77.0,0.51
Koslan,RU,1613566267,63.4564,48.8989,-26.049999999999983,-14.889999999999972,56.0,87.0,0.54
Dhidhdhoo,MV,1613566268,6.8833,73.1,27.600000000000023,81.68000000000004,100.0,64.0,1.76
Garoowe,SO,1613566268,8.4054,48.4845,33.379999999999995,92.084,100.0,16.0,3.89
Marquette,US,1613566033,46.5333,-87.6335,-14.439999999999998,6.008000000000003,1.0,77.0,2.51
Mocuba,MZ,1613566268,-16.8392,36.9856,28.660000000000025,83.58800000000005,100.0,80.0,1.6
Puerto Escondido,MX,1613565979,15.85,-97.0667,20.960000000000036,69.72800000000007,0.0,68.0,2.93
Shingū,JP,1613566269,33.7333,135.9833,0.660000000000025,33.188000000000045,18.0,88.0,6.17
Den Helder,NL,1613566269,52.9599,4.7593,8.890000000000043,48.00200000000008,75.0,87.0,10.8
Camacha,PT,1613566269,33.0833,-16.3333,19.0,66.2,20.0,63.0,4.63
São José da Coroa Grande,BR,1613566269,-8.8978,-35.1478,28.0,82.4,97.0,72.0,5.95
Carballo,ES,1613566269,43.213,-8.691,13.890000000000043,57.00200000000008,100.0,64.0,5.81
Qadirpur Ran,PK,1613566270,30.2924,71.6712,26.0,78.80000000000001,0.0,41.0,1.17
Naryan-Mar,RU,1613566270,67.6713,53.087,-26.309999999999974,-15.357999999999954,100.0,87.0,5.97
Naze,JP,1613566270,28.3667,129.4833,8.710000000000036,47.67800000000007,80.0,76.0,11.97
Taoudenni,ML,1613566270,22.6783,-3.9836,33.400000000000034,92.12000000000006,100.0,13.0,9.09
Seydi,TM,1613566271,39.4816,62.9137,21.30000000000001,70.34000000000003,0.0,22.0,4.38
Port Hedland,AU,1613566271,-20.3167,118.5667,29.0,84.2,0.0,74.0,5.14
Fairbanks,US,1613566226,64.8378,-147.7164,-11.109999999999957,12.002000000000077,90.0,78.0,1.33
Anloga,GH,1613566271,5.7947,0.8973,33.0,91.4,20.0,62.0,3.6
Sur,OM,1613566271,22.5667,59.5289,26.439999999999998,79.592,5.0,36.0,3.97
Hobyo,SO,1613566271,5.3505,48.5268,27.5,81.5,79.0,65.0,6.26
Dandong,CN,1613566272,40.1292,124.3947,-11.409999999999968,11.462000000000057,0.0,85.0,3.77
Morgan City,US,1613566272,29.6994,-91.2068,0.0,32.0,90.0,93.0,6.17
Broome,US,1613566272,42.2506,-75.833,-11.669999999999959,10.994000000000074,1.0,85.0,2.06
Beringovskiy,RU,1613566272,63.05,179.3167,-26.419999999999987,-15.555999999999976,100.0,88.0,5.01
Fethiye,TR,1613566273,36.6217,29.1164,9.0,48.2,20.0,29.0,9.26
Birao,CF,1613566273,10.2849,22.7882,34.06,93.308,100.0,11.0,3.55
Vila do Maio,CV,1613566273,15.1333,-23.2167,27.0,80.6,100.0,47.0,8.75
Mehamn,NO,1613566273,71.0357,27.8492,-3.0,26.6,40.0,80.0,8.23
Dakar,SN,1613566028,14.6937,-17.4441,23.0,73.4,90.0,49.0,2.06
Khandyga,RU,1613566274,62.6667,135.6,-36.23999999999998,-33.23199999999997,0.0,83.0,0.65
Marechal Cândido Rondon,BR,1613566274,-24.5561,-54.0567,24.05000000000001,75.29000000000002,0.0,64.0,1.85
Fortuna,US,1613566275,40.5982,-124.1573,5.0,41.0,1.0,100.0,3.09
Mormugao,IN,1613566275,15.4,73.8,26.200000000000045,79.16000000000008,15.0,73.0,6.56
Anju,KP,1613566275,39.6178,125.6647,-10.70999999999998,12.722000000000037,0.0,76.0,6.69
Onguday,RU,1613566276,50.75,86.15,0.12999999999999545,32.233999999999995,100.0,85.0,2.3
Guangshui,CN,1613566276,31.6199,113.9978,9.600000000000023,49.280000000000044,54.0,49.0,2.83
Tomatlán,MX,1613566276,19.9333,-105.25,13.340000000000032,56.01200000000006,9.0,87.0,1.83
Mariental,NA,1613566277,-24.6333,17.9667,34.59000000000003,94.26200000000006,0.0,11.0,6.67
Grindavik,IS,1613566277,63.8424,-22.4338,2.0,35.6,90.0,100.0,3.09
Valle Hermoso,MX,1613566277,25.6667,-97.8333,1.0,33.8,90.0,93.0,6.17
Saiha,IN,1613566278,22.4833,92.9667,19.08000000000004,66.34400000000008,0.0,29.0,1.07
Yakeshi,CN,1613566278,49.2833,120.7333,-27.849999999999966,-18.12999999999994,0.0,86.0,2.14
Roald,NO,1613566278,62.5833,6.1333,6.0,42.8,75.0,52.0,5.14
Skibbereen,IE,1613566278,51.55,-9.2667,9.0,48.2,75.0,81.0,7.2
Obihiro,JP,1613566278,42.9172,143.2044,-8.919999999999959,15.944000000000074,100.0,90.0,1.86
Batagay,RU,1613566279,67.6333,134.6333,-33.829999999999984,-28.89399999999997,97.0,84.0,0.63
Vavozh,RU,1613566279,56.7751,51.931,-18.74999999999997,-1.7499999999999503,30.0,92.0,2.42
Parksville,CA,1613566279,49.3163,-124.3195,6.0,42.8,0.0,87.0,13.89
Yatou,CN,1613566279,37.15,122.3833,-4.7999999999999545,23.36000000000008,7.0,83.0,7.1
Nishihara,JP,1613566279,26.1842,127.7558,13.0,55.400000000000006,75.0,47.0,9.77
Dinguiraye,GN,1613566279,11.3,-10.7167,32.98000000000002,91.36400000000003,89.0,35.0,2.17
Sakaiminato,JP,1613566280,35.55,133.2333,-2.0,28.4,75.0,86.0,5.66
Kapuskasing,CA,1613566280,49.4169,-82.4331,-20.99999999999997,-5.799999999999947,84.0,77.0,2.06
Kongolo,CD,1613566280,-5.3833,27.0,27.79000000000002,82.02200000000005,100.0,85.0,2.06
Raton,US,1613566280,36.9034,-104.4391,-8.329999999999984,17.00600000000003,1.0,85.0,3.09
Barcelos,PT,1613566229,41.5388,-8.6151,14.0,57.2,90.0,94.0,7.72
Kamaishi,JP,1613566281,39.2667,141.8833,-2.2399999999999523,27.968000000000085,8.0,89.0,7.42
Rancho Palos Verdes,US,1613566281,33.7445,-118.387,13.890000000000043,57.00200000000008,98.0,65.0,1.79
Mīrābād,AF,1613566281,30.4362,61.8383,24.410000000000025,75.93800000000005,0.0,14.0,2.92
Port Macquarie,AU,1613566281,-31.4333,152.9167,18.33000000000004,64.99400000000009,70.0,97.0,5.23
Praia,CV,1613566058,14.9215,-23.5087,27.0,80.6,100.0,47.0,8.75
Syracuse,IT,1613566282,37.0881,15.2792,15.0,59.0,0.0,38.0,4.12
Peruíbe,BR,1613566282,-24.32,-46.9983,28.52000000000004,83.33600000000007,91.0,61.0,1.47
Brčko,BA,1613566282,44.8728,18.8083,8.0,46.4,75.0,49.0,1.54
Pak Phanang,TH,1613566282,8.3511,100.202,29.0,84.2,20.0,65.0,2.57
Nadym,RU,1613566282,65.5333,72.5167,-30.269999999999982,-22.48599999999997,98.0,86.0,5.1
Abhā,SA,1613566283,18.2164,42.5053,23.0,73.4,20.0,21.0,9.26
Makungu,TZ,1613566283,-8.7333,35.2833,25.32000000000005,77.57600000000009,100.0,73.0,1.06
Tacarigua,VE,1613566284,10.0862,-67.9198,23.210000000000036,73.77800000000008,100.0,70.0,1.88
Constitución,CL,1613566256,-35.3333,-72.4167,14.689999999999998,58.44199999999999,53.0,68.0,0.34
Umluj,SA,1613566285,25.0213,37.2685,17.629999999999995,63.733999999999995,100.0,59.0,10.12
Leningradskiy,RU,1613566285,69.3833,178.4167,-30.169999999999987,-22.305999999999976,59.0,86.0,1.59
Marsabit,KE,1613566285,2.3284,37.9899,28.360000000000014,83.04800000000003,100.0,37.0,7.78
Patterson,US,1613566255,37.4716,-121.1297,8.890000000000043,48.00200000000008,1.0,71.0,5.66
Todos Santos,MX,1613566286,23.45,-110.2167,16.110000000000014,60.998000000000026,91.0,80.0,1.79
Uglegorsk,RU,1613566286,49.0833,142.0333,-4.579999999999984,23.75600000000003,85.0,94.0,10.31
Nizhniy Tsasuchey,RU,1613566286,50.5167,115.1333,-20.299999999999983,-4.539999999999971,33.0,89.0,3.55
Honningsvåg,NO,1613566287,70.9821,25.9704,-3.0,26.6,40.0,80.0,8.23
Panguna,PG,1613566287,-6.3164,155.4848,21.189999999999998,70.142,100.0,98.0,0.74
Korem,ET,1613566287,12.5058,39.5228,19.260000000000048,66.66800000000009,100.0,32.0,1.97
Ngama,TD,1613566288,11.7833,17.1667,28.79000000000002,83.82200000000003,0.0,14.0,8.56
Oriximiná,BR,1613566288,-1.7656,-55.8661,27.400000000000034,81.32000000000006,30.0,68.0,2.45
Pļaviņas,LV,1613566288,56.6178,25.7255,-10.359999999999957,13.352000000000078,28.0,94.0,2.42
Sorong,ID,1613566288,-0.8833,131.25,27.939999999999998,82.292,42.0,78.0,2.12
Kasongo-Lunda,CD,1613566288,-6.4667,16.8167,32.02000000000004,89.63600000000008,88.0,51.0,1.32
Rolante,BR,1613566289,-29.6506,-50.5758,24.439999999999998,75.99199999999999,0.0,81.0,3.23
Yangi Marg`ilon,UZ,1613566289,40.4272,71.7189,17.0,62.6,0.0,25.0,2.06
Linxia Chengguanzhen,CN,1613566289,35.6003,103.2064,1.6200000000000045,34.91600000000001,91.0,68.0,0.85
Half Moon Bay,US,1613566289,37.4636,-122.4286,8.330000000000041,46.99400000000007,40.0,93.0,1.69
Troitskiy,RU,1613566290,57.0603,63.7481,-17.889999999999986,-0.20199999999997686,100.0,91.0,2.74
Estelle,US,1613566063,29.8458,-90.1067,1.1100000000000136,33.998000000000026,90.0,93.0,4.12
Doha,QA,1613566290,25.2867,51.5333,25.560000000000002,78.00800000000001,0.0,53.0,3.6
Kumul,CN,1613566155,42.8,93.45,3.730000000000018,38.714000000000034,0.0,65.0,1.71
Lokosovo,RU,1613566290,61.1333,74.8167,-29.049999999999983,-20.28999999999997,100.0,86.0,3.51
Charagua,BO,1613566290,-19.8,-63.2167,20.0,68.0,90.0,94.0,2.51
Riyadh,SA,1613566167,24.6877,46.7219,31.0,87.80000000000001,0.0,9.0,8.75
Rameswaram,IN,1613566291,9.2833,79.3,26.07000000000005,78.9260000000001,0.0,77.0,8.97
Coaticook,CA,1613566291,45.1334,-71.7991,-15.0,5.0,99.0,72.0,3.09
Ust'-Ishim,RU,1613566291,57.6935,71.1665,-22.70999999999998,-8.877999999999965,100.0,89.0,2.94
